nctId,briefTitle,overallStatus,whyStopped,phases,conditions,drug_raw,intervention_type,trial_source
NCT02634138,Neuromuscular Electrical Stimulation in Patients With Critical Limb Ischaemia,TERMINATED,Halted prematurely,NA,Peripheral Arterial Disease | Critical Limb Ischaemia,,,STOPPED
NCT03734887,Social Engagement Strategies to Improve Medication Adherence,TERMINATED,Inability to complete enrollment caused by COVID-19 and underpowered to conduct analysis,NA,Diabetes | Atherosclerosis Cardiovascular Disease | Congestive Heart Failure | Poor Medication Adherence,,,STOPPED
NCT02286401,Functional Assessment of Coronary Artery Disease by CTA Flow Encoding,TERMINATED,Recruitment lagged behind goal;exhaustion of funding.,,Coronary Artery Disease,,,STOPPED
NCT01799057,The Effects of Metformin on Functional Capacity in Individuals With Peripheral Artery Disease-Related Intermittent Claudication,TERMINATED,The trial has been terminated due to difficulties with recruitment.,PHASE4,Peripheral Arterial Disease | Intermittent Claudication,Metformin,DRUG,STOPPED
NCT01799057,The Effects of Metformin on Functional Capacity in Individuals With Peripheral Artery Disease-Related Intermittent Claudication,TERMINATED,The trial has been terminated due to difficulties with recruitment.,PHASE4,Peripheral Arterial Disease | Intermittent Claudication,Placebo,DRUG,STOPPED
NCT04043377,68Ga-DOTATATE PET-CTA Imaging for the Early Detection of Progressing Coronary Atherosclerosis,TERMINATED,Financial issues,PHASE3,Coronary Arteriosclerosis,injection of 68Ga-DOTATATE,DRUG,STOPPED
NCT02043951,Use and Safety of the LUTONIX® Drug Coated Balloon Catheter in Arteries of the Lower Extremity,TERMINATED,Originally 500 patients were planned but only 59 have been enrolled,,Peripheral Artery Disease,,,STOPPED
NCT02812966,Lutonix or Inpact for tHE tReatment Of fEmeropopliteal Stenosis - Drug Coated Balloon,TERMINATED,new FDA information regarding drug-coated balloons,NA,Peripheral Arterial Disease,,,STOPPED
NCT02061696,ARISTOCRAT-A Randomized Controlled Trial Evaluating Closure Following Access With the AXERA (Device Name) 2 Access System,TERMINATED,Device was modified and no longer available to investigator,NA,Coronary Artery Disease,,,STOPPED
NCT03928769,"PROGENitors, TELomeres and ARTerial Aging",SUSPENDED,Covid-19 Pandemics,,Atherosclerosis of Artery,,,STOPPED
NCT02230527,Establishing the Microcirculatory Effects of Ticagrelor on Tissue Perfusion in Critical Limb Ischemia,TERMINATED,Lack of enrollment,PHASE2|PHASE3,Peripheral Arterial Disease,Ticagrelor,DRUG,STOPPED
NCT02230527,Establishing the Microcirculatory Effects of Ticagrelor on Tissue Perfusion in Critical Limb Ischemia,TERMINATED,Lack of enrollment,PHASE2|PHASE3,Peripheral Arterial Disease,Clopidogrel,DRUG,STOPPED
NCT02995642,Targeted PET/CT and PET/MRI Imaging of Vascular Inflammation,WITHDRAWN,Resources not secured,PHASE2,"Aortic Aneurysm, Abdominal | Carotid Atherosclerosis",18F-FPPRGD2,DRUG,STOPPED
NCT04325932,Study of Urinary Kallikrein to Enhance Collateral Circulation in Symptomatic Intracranial Atherosclerosis,WITHDRAWN,,PHASE4,Intracranial Arteriosclerosis | Collateral Circulation | Anterior Cerebral Circulation Infarction,Urinary Kallikrein,DRUG,STOPPED
NCT01412216,"The Effects of Sedentarism on Vascular Function, Inflammation, and Insulin Resistance",TERMINATED,Funding Depleted.,PHASE2,Endothelial Dysfunction | Insulin Resistance | Metabolic Syndrome | Peripheral Arterial Disease,,,STOPPED
NCT03318484,Sonodynamic Therapy on Patients With Femoropopliteal PAD and Claudication,WITHDRAWN,Re-registered,PHASE1|PHASE2,Peripheral Arterial Disease | Atherosclerosis | Cardiovascular Diseases,Optimal Medical Care,DRUG,STOPPED
NCT02440646,Natural History of Coronary Atherosclerosis in Real-World Stable Chest Pain Patients Underwent Computed Tomography Angiography in Comparison With Invasive Multimodality Imaging,TERMINATED,The study is terminated due to cessation of the research collaboration with Russian institutions,,Coronary Atherosclerosis | Coronary Artery Disease | Contrast-induced Nephropathy | Cerebrovascular Disease | Alzheimer Disease | Chronic Coronary Insufficiency | Stable Chronic Angina,,,STOPPED
NCT02539303,Delivery of Yamani-15/5 Chemical Solution for PAD,WITHDRAWN,Unable to enroll subjects,PHASE1,Peripheral Arterial Disease,Yamani-15/5 chemical solution,DRUG,STOPPED
NCT00797082,Magnetic Resonance Diabetic Cardiac Stress Imaging,TERMINATED,default of inclusion,PHASE4,Coronary Insufficiency,,,STOPPED
NCT00913900,Safety Study of Adult Stem Cells to Treat Patients With Severe Leg Artery Disease,TERMINATED,Failure to mobilize adequate CD34+ stem cells for minimum study treatment dose.,PHASE1,Critical Limb Ischemia | Arterial Occlusive Disease | Vascular Diseases,autologous CD133+ cells,BIOLOGICAL,STOPPED
NCT04100681,Intermittent Negative Pressure; Impact on Peripheral Artery Disease and Intermittent Claudication,TERMINATED,The study was terminated early due to slow recruitment and inability to recruit patients during the Covid-19 situation.,NA,"Peripheral Vascular Disease | Intermittent Claudication | Walking, Difficulty | Critical Limb Ischemia | Ischemia Limb",,,STOPPED
NCT03083444,"P Gingivalis Oral Infection, Intimamedia Thickening in Infants, Atherosclerosis",WITHDRAWN,Grant not funded so clinical trial not started.,,"Tooth Eruption, Atherosclerosis",,,STOPPED
NCT00004728,Aspirin Or Warfarin To Prevent Stroke,TERMINATED,,PHASE3,"Stroke | Cerebral Infarction | Atherosclerosis | Constriction, Pathologic",Warfarin,DRUG,STOPPED
NCT00004728,Aspirin Or Warfarin To Prevent Stroke,TERMINATED,,PHASE3,"Stroke | Cerebral Infarction | Atherosclerosis | Constriction, Pathologic",Aspirin,DRUG,STOPPED
NCT02099500,Autologous Adipose-Derived Stromal Cell Delivered Via Intramuscular Injections for the Treatment of Critical Limb Ischemia,WITHDRAWN,no participants enrolled,PHASE1,Critical Limb Ischemia,,,STOPPED
NCT01000181,Imaging 61CuATSM Uptake in Atherosclerotic Plaque Using PET-CT,SUSPENDED,Difficulty producing tracer,,Carotid Atherosclerosis,,,STOPPED
NCT01522742,Monitoring and Modifying Atherosclerosis in Psoriasis Patients Study,TERMINATED,,,Psoriasis,,,STOPPED
NCT03054636,Short-term Perfusion Angiography Pilot Study (SPA),TERMINATED,"After data review of enrolled pts, it was determined that initial study objectives would not be met w/ continuation of enrollment",,Peripheral Arterial Disease,,,STOPPED
NCT04642066,"Cold Water Immersion and Atherosclerosis, Inflammation, Fat Accumulation and Lipid Profile Parameters",SUSPENDED,funding not obtained,NA,Cardiovascular Risk Factor | Metabolic Complication | Endocrine; Complications | Immune System Diseases,,,STOPPED
NCT01633710,Multicentre Study to Investigate the Performance of the Padd Device in the Assessment of Peripheral Arterial Disease,TERMINATED,Redesigned sensor to be subjected to a new protocol,,Peripheral Arterial Disease,,,STOPPED
NCT02144610,Efficacy and Safety of AMG0001 in Subjects With Critical Limb Ischemia,TERMINATED,,PHASE3,Critical Limb Ischemia,HGF Plasmid (AMG0001),BIOLOGICAL,STOPPED
NCT02144610,Efficacy and Safety of AMG0001 in Subjects With Critical Limb Ischemia,TERMINATED,,PHASE3,Critical Limb Ischemia,Matching Placebo,BIOLOGICAL,STOPPED
NCT02908490,Does Sildenafil Improve Endothelial Dysfunction in Rheumatoid Arthritis?,TERMINATED,"Slow recruitment, lack of continued funding",PHASE2,"Arthritis, Rheumatoid | Atherosclerosis",Sildenafil,DRUG,STOPPED
NCT01911169,Vitamin D to Improve Endothelial Function in SLE,COMPLETED,,PHASE2,Atherosclerosis | Systemic Lupus Erythematosus,Cholecalciferol,DRUG,COMPLETED_NEGATIVE
NCT02576067,Cardiovascular Inflammation Reduction Trial - Inflammation Imaging Study,COMPLETED,,PHASE3,Vascular Inflammation | Atherosclerotic Cardiovascular Disease,Low dose methotrexate,DRUG,COMPLETED_NEGATIVE
NCT02576067,Cardiovascular Inflammation Reduction Trial - Inflammation Imaging Study,COMPLETED,,PHASE3,Vascular Inflammation | Atherosclerotic Cardiovascular Disease,Placebo,DRUG,COMPLETED_NEGATIVE
NCT05613907,Can a Dedicated Chronic Limb-threatening Ischaemia (CLTI) Clinic Improve Patient Self-reported Quality of Life,COMPLETED,,,Chronic Limb Threatening Ischemia,,,COMPLETED_NEGATIVE
NCT02400905,Evaluation of Safety and Effectiveness of the BioMimics 3D Stent System,COMPLETED,,NA,Peripheral Arterial Disease,,,COMPLETED_NEGATIVE
NCT00225277,Efficacy Study of Pioglitazone Compared to Glimepiride on Coronary Atherosclerotic Disease Progression in Subjects With Type 2 Diabetes Mellitus,COMPLETED,,PHASE3,Diabetes Mellitus,Pioglitazone,DRUG,COMPLETED_NEGATIVE
NCT00225277,Efficacy Study of Pioglitazone Compared to Glimepiride on Coronary Atherosclerotic Disease Progression in Subjects With Type 2 Diabetes Mellitus,COMPLETED,,PHASE3,Diabetes Mellitus,Glimepiride,DRUG,COMPLETED_NEGATIVE
NCT01941030,Complete Lesion Assessment With ffR and IVUS TechnologY,COMPLETED,,NA,Peripheral Artery Disease | Critical Limb Ischemia,,,COMPLETED_NEGATIVE
NCT01819597,Surgical Indirect Revascularization For Symptomatic Intracranial Arterial Stenosis,COMPLETED,,NA,Intracranial Arterial Stenosis | Intracranial Atherosclerosis | Ischemic Stroke | Cerebral Angiogenesis,,,COMPLETED_NEGATIVE
NCT00853827,Safety and Efficacy of Aliskiren on the Progression of Atherosclerosis in Coronary Artery Disease Patients,COMPLETED,,PHASE3,Coronary Artery Disease (CAD) | Coronary Atherosclerosis,Placebo,DRUG,COMPLETED_NEGATIVE
NCT00853827,Safety and Efficacy of Aliskiren on the Progression of Atherosclerosis in Coronary Artery Disease Patients,COMPLETED,,PHASE3,Coronary Artery Disease (CAD) | Coronary Atherosclerosis,Aliskiren,DRUG,COMPLETED_NEGATIVE
