diseaseId,diseaseName,phenotypeId,phenotypeName,score
MONDO_0010840,pachygyria-intellectual disability-epilepsy syndrome,HP_0001263,Global developmental delay,1.0
MONDO_0010840,pachygyria-intellectual disability-epilepsy syndrome,HP_0002069,Bilateral tonic-clonic seizure,1.0
MONDO_0010840,pachygyria-intellectual disability-epilepsy syndrome,HP_0001249,Intellectual disability,1.0
MONDO_0010840,pachygyria-intellectual disability-epilepsy syndrome,HP_0001302,Pachygyria,1.0
MONDO_0010840,pachygyria-intellectual disability-epilepsy syndrome,HP_0000924,Abnormality of the skeletal system,1.0
MONDO_0010840,pachygyria-intellectual disability-epilepsy syndrome,HP_0000007,Autosomal recessive inheritance,1.0
MONDO_0030957,developmental and epileptic encephalopathy 103,HP_0002521,Hypsarrhythmia,1.0
MONDO_0030957,developmental and epileptic encephalopathy 103,HP_0003593,Infantile onset,1.0
MONDO_0030957,developmental and epileptic encephalopathy 103,HP_0000729,Autistic behavior,1.0
MONDO_0030957,developmental and epileptic encephalopathy 103,HP_0002381,Aphasia,1.0
MONDO_0030957,developmental and epileptic encephalopathy 103,HP_0003623,Neonatal onset,1.0
MONDO_0030957,developmental and epileptic encephalopathy 103,HP_0025097,Eyelid myoclonus,1.0
MONDO_0030957,developmental and epileptic encephalopathy 103,HP_0100702,Arachnoid cyst,1.0
MONDO_0030957,developmental and epileptic encephalopathy 103,HP_0032670,Tonic status epilepticus,1.0
MONDO_0030957,developmental and epileptic encephalopathy 103,HP_0001249,Intellectual disability,1.0
MONDO_0030957,developmental and epileptic encephalopathy 103,HP_0002188,Delayed CNS myelination,1.0
MONDO_0030957,developmental and epileptic encephalopathy 103,HP_0002121,Generalized non-motor (absence) seizure,1.0
MONDO_0030957,developmental and epileptic encephalopathy 103,HP_0011968,Feeding difficulties,1.0
MONDO_0030957,developmental and epileptic encephalopathy 103,HP_0002069,Bilateral tonic-clonic seizure,1.0
MONDO_0030957,developmental and epileptic encephalopathy 103,HP_0010851,EEG with burst suppression,1.0
MONDO_0030957,developmental and epileptic encephalopathy 103,HP_0010864,"Intellectual disability, severe",1.0
MONDO_0030957,developmental and epileptic encephalopathy 103,HP_0010819,Atonic seizure,1.0
MONDO_0030957,developmental and epileptic encephalopathy 103,HP_0002510,Spastic tetraplegia,1.0
MONDO_0030957,developmental and epileptic encephalopathy 103,HP_0002179,Opisthotonus,1.0
MONDO_0030957,developmental and epileptic encephalopathy 103,HP_0011097,Epileptic spasm,1.0
MONDO_0030957,developmental and epileptic encephalopathy 103,HP_0001251,Ataxia,1.0
MONDO_0030957,developmental and epileptic encephalopathy 103,HP_0031491,Continuous spike and waves during slow sleep,1.0
MONDO_0030957,developmental and epileptic encephalopathy 103,HP_0002307,Drooling,1.0
MONDO_0030957,developmental and epileptic encephalopathy 103,HP_0032792,Tonic seizure,1.0
MONDO_0030957,developmental and epileptic encephalopathy 103,HP_0000752,Hyperactivity,1.0
MONDO_0030957,developmental and epileptic encephalopathy 103,HP_0002392,EEG with polyspike wave complexes,1.0
MONDO_0030957,developmental and epileptic encephalopathy 103,HP_0011344,Severe global developmental delay,1.0
MONDO_0030957,developmental and epileptic encephalopathy 103,HP_0002421,Poor head control,1.0
MONDO_0030957,developmental and epileptic encephalopathy 103,HP_0001252,Hypotonia,1.0
MONDO_0030957,developmental and epileptic encephalopathy 103,HP_0200134,Epileptic encephalopathy,1.0
MONDO_0030957,developmental and epileptic encephalopathy 103,HP_0000256,Macrocephaly,1.0
MONDO_0859176,neurodevelopmental disorder with motor and speech delay and behavioral abnormalities,HP_0001792,Small nail,1.0
MONDO_0859176,neurodevelopmental disorder with motor and speech delay and behavioral abnormalities,HP_0000648,Optic atrophy,1.0
MONDO_0859176,neurodevelopmental disorder with motor and speech delay and behavioral abnormalities,HP_0000007,Autosomal recessive inheritance,1.0
MONDO_0859176,neurodevelopmental disorder with motor and speech delay and behavioral abnormalities,HP_0001250,Seizure,1.0
MONDO_0859176,neurodevelopmental disorder with motor and speech delay and behavioral abnormalities,HP_0030891,Periventricular white matter hyperintensities,1.0
MONDO_0859176,neurodevelopmental disorder with motor and speech delay and behavioral abnormalities,HP_0001252,Hypotonia,1.0
MONDO_0859176,neurodevelopmental disorder with motor and speech delay and behavioral abnormalities,HP_0001285,Spastic tetraparesis,1.0
MONDO_0859176,neurodevelopmental disorder with motor and speech delay and behavioral abnormalities,HP_0001270,Motor delay,1.0
MONDO_0859176,neurodevelopmental disorder with motor and speech delay and behavioral abnormalities,HP_0000486,Strabismus,1.0
MONDO_0859176,neurodevelopmental disorder with motor and speech delay and behavioral abnormalities,HP_0009879,Simplified gyral pattern,1.0
MONDO_0859176,neurodevelopmental disorder with motor and speech delay and behavioral abnormalities,HP_0001337,Tremor,1.0
MONDO_0859176,neurodevelopmental disorder with motor and speech delay and behavioral abnormalities,HP_0000252,Microcephaly,1.0
MONDO_0859176,neurodevelopmental disorder with motor and speech delay and behavioral abnormalities,HP_0002136,Broad-based gait,1.0
MONDO_0859176,neurodevelopmental disorder with motor and speech delay and behavioral abnormalities,HP_0002987,Elbow flexion contracture,1.0
MONDO_0859176,neurodevelopmental disorder with motor and speech delay and behavioral abnormalities,HP_0001263,Global developmental delay,1.0
MONDO_0859176,neurodevelopmental disorder with motor and speech delay and behavioral abnormalities,HP_0031936,Delayed ability to walk,1.0
MONDO_0859176,neurodevelopmental disorder with motor and speech delay and behavioral abnormalities,HP_0000729,Autistic behavior,1.0
MONDO_0859176,neurodevelopmental disorder with motor and speech delay and behavioral abnormalities,HP_0000733,Motor stereotypy,1.0
MONDO_0859176,neurodevelopmental disorder with motor and speech delay and behavioral abnormalities,HP_0020045,Esodeviation,1.0
MONDO_0859176,neurodevelopmental disorder with motor and speech delay and behavioral abnormalities,HP_0000750,Delayed speech and language development,1.0
MONDO_0859176,neurodevelopmental disorder with motor and speech delay and behavioral abnormalities,HP_0000718,Aggressive behavior,1.0
MONDO_0859176,neurodevelopmental disorder with motor and speech delay and behavioral abnormalities,HP_0000752,Hyperactivity,1.0
MONDO_0859176,neurodevelopmental disorder with motor and speech delay and behavioral abnormalities,HP_0000238,Hydrocephalus,1.0
MONDO_0033363,"developmental and epileptic encephalopathy, 54",HP_0001250,Seizure,1.0
MONDO_0033363,"developmental and epileptic encephalopathy, 54",HP_0001344,Absent speech,1.0
MONDO_0033363,"developmental and epileptic encephalopathy, 54",HP_0002069,Bilateral tonic-clonic seizure,1.0
MONDO_0033363,"developmental and epileptic encephalopathy, 54",HP_0000006,Autosomal dominant inheritance,1.0
MONDO_0033363,"developmental and epileptic encephalopathy, 54",HP_0003593,Infantile onset,1.0
MONDO_0033363,"developmental and epileptic encephalopathy, 54",HP_0007270,Atypical absence seizure,1.0
MONDO_0033363,"developmental and epileptic encephalopathy, 54",HP_0200134,Epileptic encephalopathy,1.0
MONDO_0033363,"developmental and epileptic encephalopathy, 54",HP_0001290,Generalized hypotonia,1.0
MONDO_0033363,"developmental and epileptic encephalopathy, 54",HP_0001263,Global developmental delay,1.0
MONDO_0033363,"developmental and epileptic encephalopathy, 54",HP_0002376,Developmental regression,1.0
MONDO_0033363,"developmental and epileptic encephalopathy, 54",HP_0032792,Tonic seizure,1.0
MONDO_0033363,"developmental and epileptic encephalopathy, 54",HP_0010819,Atonic seizure,1.0
MONDO_0033363,"developmental and epileptic encephalopathy, 54",HP_0031475,Status epilepticus without prominent motor symptoms,1.0
MONDO_0033363,"developmental and epileptic encephalopathy, 54",HP_0002119,Ventriculomegaly,1.0
MONDO_0033363,"developmental and epileptic encephalopathy, 54",HP_0001249,Intellectual disability,1.0
MONDO_0033363,"developmental and epileptic encephalopathy, 54",HP_0012448,Delayed myelination,1.0
MONDO_0033363,"developmental and epileptic encephalopathy, 54",HP_0002353,EEG abnormality,1.0
MONDO_0033363,"developmental and epileptic encephalopathy, 54",HP_0001336,Myoclonus,1.0
MONDO_0033363,"developmental and epileptic encephalopathy, 54",HP_0000252,Microcephaly,1.0
EFO_0010658,"neurodevelopmental disorder with behavioral abnormalities, absent speech, and hypotonia",HP_0001257,Spasticity,1.0
EFO_0010658,"neurodevelopmental disorder with behavioral abnormalities, absent speech, and hypotonia",HP_0100716,Self-injurious behavior,1.0
EFO_0010658,"neurodevelopmental disorder with behavioral abnormalities, absent speech, and hypotonia",HP_0002007,Frontal bossing,1.0
EFO_0010658,"neurodevelopmental disorder with behavioral abnormalities, absent speech, and hypotonia",HP_0001250,Seizure,1.0
EFO_0010658,"neurodevelopmental disorder with behavioral abnormalities, absent speech, and hypotonia",HP_0000601,Hypotelorism,1.0
EFO_0010658,"neurodevelopmental disorder with behavioral abnormalities, absent speech, and hypotonia",HP_0001249,Intellectual disability,1.0
EFO_0010658,"neurodevelopmental disorder with behavioral abnormalities, absent speech, and hypotonia",HP_0001344,Absent speech,1.0
EFO_0010658,"neurodevelopmental disorder with behavioral abnormalities, absent speech, and hypotonia",HP_0000749,Paroxysmal bursts of laughter,1.0
EFO_0010658,"neurodevelopmental disorder with behavioral abnormalities, absent speech, and hypotonia",HP_0002376,Developmental regression,1.0
EFO_0010658,"neurodevelopmental disorder with behavioral abnormalities, absent speech, and hypotonia",HP_0001270,Motor delay,1.0
EFO_0010658,"neurodevelopmental disorder with behavioral abnormalities, absent speech, and hypotonia",HP_0000729,Autistic behavior,1.0
EFO_0010658,"neurodevelopmental disorder with behavioral abnormalities, absent speech, and hypotonia",HP_0001324,Muscle weakness,1.0
EFO_0010658,"neurodevelopmental disorder with behavioral abnormalities, absent speech, and hypotonia",HP_0012444,Brain atrophy,1.0
EFO_0010658,"neurodevelopmental disorder with behavioral abnormalities, absent speech, and hypotonia",HP_0008947,Floppy infant,1.0
EFO_0010658,"neurodevelopmental disorder with behavioral abnormalities, absent speech, and hypotonia",HP_0000369,Low-set ears,1.0
EFO_0010658,"neurodevelopmental disorder with behavioral abnormalities, absent speech, and hypotonia",HP_0002353,EEG abnormality,1.0
EFO_0010658,"neurodevelopmental disorder with behavioral abnormalities, absent speech, and hypotonia",HP_0000565,Esotropia,1.0
EFO_0010658,"neurodevelopmental disorder with behavioral abnormalities, absent speech, and hypotonia",HP_0002714,Downturned corners of mouth,1.0
EFO_0010658,"neurodevelopmental disorder with behavioral abnormalities, absent speech, and hypotonia",HP_0003763,Bruxism,1.0
EFO_0010658,"neurodevelopmental disorder with behavioral abnormalities, absent speech, and hypotonia",HP_0000639,Nystagmus,1.0
EFO_0010658,"neurodevelopmental disorder with behavioral abnormalities, absent speech, and hypotonia",HP_0000252,Microcephaly,1.0
EFO_0010658,"neurodevelopmental disorder with behavioral abnormalities, absent speech, and hypotonia",HP_0000750,Delayed speech and language development,1.0
EFO_0010658,"neurodevelopmental disorder with behavioral abnormalities, absent speech, and hypotonia",HP_0002307,Drooling,1.0
EFO_0010658,"neurodevelopmental disorder with behavioral abnormalities, absent speech, and hypotonia",HP_0000733,Motor stereotypy,1.0
EFO_0010658,"neurodevelopmental disorder with behavioral abnormalities, absent speech, and hypotonia",HP_0001337,Tremor,1.0
EFO_0010658,"neurodevelopmental disorder with behavioral abnormalities, absent speech, and hypotonia",HP_0000752,Hyperactivity,1.0
EFO_0010658,"neurodevelopmental disorder with behavioral abnormalities, absent speech, and hypotonia",HP_0000007,Autosomal recessive inheritance,1.0
EFO_0010658,"neurodevelopmental disorder with behavioral abnormalities, absent speech, and hypotonia",HP_0001263,Global developmental delay,1.0
EFO_0010658,"neurodevelopmental disorder with behavioral abnormalities, absent speech, and hypotonia",HP_0002540,Inability to walk,1.0
MONDO_0031021,developmental and epileptic encephalopathy 104,HP_0011097,Epileptic spasm,1.0
MONDO_0031021,developmental and epileptic encephalopathy 104,HP_0000713,Agitation,1.0
MONDO_0031021,developmental and epileptic encephalopathy 104,HP_0002069,Bilateral tonic-clonic seizure,1.0
MONDO_0031021,developmental and epileptic encephalopathy 104,HP_0100716,Self-injurious behavior,1.0
MONDO_0031021,developmental and epileptic encephalopathy 104,HP_0000006,Autosomal dominant inheritance,1.0
MONDO_0031021,developmental and epileptic encephalopathy 104,HP_0002521,Hypsarrhythmia,1.0
MONDO_0031021,developmental and epileptic encephalopathy 104,HP_0001250,Seizure,1.0
MONDO_0031021,developmental and epileptic encephalopathy 104,HP_0001249,Intellectual disability,1.0
MONDO_0031021,developmental and epileptic encephalopathy 104,HP_0003593,Infantile onset,1.0
MONDO_0031021,developmental and epileptic encephalopathy 104,HP_0032792,Tonic seizure,1.0
MONDO_0031021,developmental and epileptic encephalopathy 104,HP_0000752,Hyperactivity,1.0
MONDO_0031021,developmental and epileptic encephalopathy 104,HP_0001263,Global developmental delay,1.0
MONDO_0031021,developmental and epileptic encephalopathy 104,HP_0000750,Delayed speech and language development,1.0
MONDO_0031021,developmental and epileptic encephalopathy 104,HP_0032989,Delayed ability to roll over,1.0
MONDO_0031021,developmental and epileptic encephalopathy 104,HP_0020221,Clonic seizure,1.0
MONDO_0031021,developmental and epileptic encephalopathy 104,HP_0031936,Delayed ability to walk,1.0
MONDO_0031021,developmental and epileptic encephalopathy 104,HP_0002384,Focal impaired awareness seizure,1.0
MONDO_0031021,developmental and epileptic encephalopathy 104,HP_0000729,Autistic behavior,1.0
MONDO_0031021,developmental and epileptic encephalopathy 104,HP_0002033,Poor suck,1.0
MONDO_0031021,developmental and epileptic encephalopathy 104,HP_0000505,Visual impairment,1.0
MONDO_0032900,neurodevelopmental disorder with hypotonia and autistic features with or without hyperkinetic movements,HP_0003593,Infantile onset,1.0
MONDO_0032900,neurodevelopmental disorder with hypotonia and autistic features with or without hyperkinetic movements,HP_0002079,Hypoplasia of the corpus callosum,1.0
MONDO_0032900,neurodevelopmental disorder with hypotonia and autistic features with or without hyperkinetic movements,HP_0012171,Stereotypical hand wringing,1.0
MONDO_0032900,neurodevelopmental disorder with hypotonia and autistic features with or without hyperkinetic movements,HP_0000006,Autosomal dominant inheritance,1.0
MONDO_0032900,neurodevelopmental disorder with hypotonia and autistic features with or without hyperkinetic movements,HP_0001332,Dystonia,1.0
MONDO_0032900,neurodevelopmental disorder with hypotonia and autistic features with or without hyperkinetic movements,HP_0001249,Intellectual disability,1.0
MONDO_0032900,neurodevelopmental disorder with hypotonia and autistic features with or without hyperkinetic movements,HP_0008936,Axial hypotonia,1.0
MONDO_0032900,neurodevelopmental disorder with hypotonia and autistic features with or without hyperkinetic movements,HP_0007359,Focal-onset seizure,1.0
MONDO_0032900,neurodevelopmental disorder with hypotonia and autistic features with or without hyperkinetic movements,HP_0002540,Inability to walk,1.0
MONDO_0032900,neurodevelopmental disorder with hypotonia and autistic features with or without hyperkinetic movements,HP_0000708,Atypical behavior,1.0
MONDO_0032900,neurodevelopmental disorder with hypotonia and autistic features with or without hyperkinetic movements,HP_0032660,Convulsive status epilepticus,1.0
MONDO_0032900,neurodevelopmental disorder with hypotonia and autistic features with or without hyperkinetic movements,HP_0000729,Autistic behavior,1.0
MONDO_0032900,neurodevelopmental disorder with hypotonia and autistic features with or without hyperkinetic movements,HP_0001263,Global developmental delay,1.0
MONDO_0032900,neurodevelopmental disorder with hypotonia and autistic features with or without hyperkinetic movements,HP_0100716,Self-injurious behavior,1.0
MONDO_0032900,neurodevelopmental disorder with hypotonia and autistic features with or without hyperkinetic movements,HP_0002072,Chorea,1.0
MONDO_0032900,neurodevelopmental disorder with hypotonia and autistic features with or without hyperkinetic movements,HP_0002353,EEG abnormality,1.0
MONDO_0032900,neurodevelopmental disorder with hypotonia and autistic features with or without hyperkinetic movements,HP_0100704,Cerebral visual impairment,1.0
MONDO_0958323,neurodevelopmental disorder with early-onset parkinsonism and behavioral abnormalities,HP_0031825,Freezing of gait,1.0
MONDO_0958323,neurodevelopmental disorder with early-onset parkinsonism and behavioral abnormalities,HP_0001262,Excessive daytime somnolence,1.0
MONDO_0958323,neurodevelopmental disorder with early-onset parkinsonism and behavioral abnormalities,HP_0000007,Autosomal recessive inheritance,1.0
MONDO_0958323,neurodevelopmental disorder with early-onset parkinsonism and behavioral abnormalities,HP_0000716,Depression,1.0
MONDO_0958323,neurodevelopmental disorder with early-onset parkinsonism and behavioral abnormalities,HP_0002362,Shuffling gait,1.0
MONDO_0958323,neurodevelopmental disorder with early-onset parkinsonism and behavioral abnormalities,HP_0001260,Dysarthria,1.0
MONDO_0958323,neurodevelopmental disorder with early-onset parkinsonism and behavioral abnormalities,HP_0002174,Postural tremor,1.0
MONDO_0958323,neurodevelopmental disorder with early-onset parkinsonism and behavioral abnormalities,HP_0002396,Cogwheel rigidity,1.0
MONDO_0958323,neurodevelopmental disorder with early-onset parkinsonism and behavioral abnormalities,HP_0000739,Anxiety,1.0
MONDO_0958323,neurodevelopmental disorder with early-onset parkinsonism and behavioral abnormalities,HP_0002015,Dysphagia,1.0
MONDO_0958323,neurodevelopmental disorder with early-onset parkinsonism and behavioral abnormalities,HP_0002172,Postural instability,1.0
MONDO_0958323,neurodevelopmental disorder with early-onset parkinsonism and behavioral abnormalities,HP_0002322,Resting tremor,1.0
MONDO_0958323,neurodevelopmental disorder with early-onset parkinsonism and behavioral abnormalities,HP_0000514,Slow saccadic eye movements,1.0
MONDO_0958323,neurodevelopmental disorder with early-onset parkinsonism and behavioral abnormalities,HP_0032121,Froment sign,1.0
MONDO_0958323,neurodevelopmental disorder with early-onset parkinsonism and behavioral abnormalities,HP_0001300,Parkinsonism,1.0
MONDO_0958323,neurodevelopmental disorder with early-onset parkinsonism and behavioral abnormalities,HP_0000298,Mask-like facies,1.0
MONDO_0958323,neurodevelopmental disorder with early-onset parkinsonism and behavioral abnormalities,HP_0000736,Short attention span,1.0
MONDO_0958323,neurodevelopmental disorder with early-onset parkinsonism and behavioral abnormalities,HP_0009027,Foot dorsiflexor weakness,1.0
MONDO_0958323,neurodevelopmental disorder with early-onset parkinsonism and behavioral abnormalities,HP_0001257,Spasticity,1.0
MONDO_0958323,neurodevelopmental disorder with early-onset parkinsonism and behavioral abnormalities,HP_0003763,Bruxism,1.0
MONDO_0958323,neurodevelopmental disorder with early-onset parkinsonism and behavioral abnormalities,HP_0001263,Global developmental delay,1.0
MONDO_0958323,neurodevelopmental disorder with early-onset parkinsonism and behavioral abnormalities,HP_0011463,Childhood onset,1.0
MONDO_0958323,neurodevelopmental disorder with early-onset parkinsonism and behavioral abnormalities,HP_5200321,Amplification of sexual behavior,1.0
MONDO_0958323,neurodevelopmental disorder with early-onset parkinsonism and behavioral abnormalities,HP_0001250,Seizure,1.0
MONDO_0958323,neurodevelopmental disorder with early-onset parkinsonism and behavioral abnormalities,HP_0002067,Bradykinesia,1.0
MONDO_0958323,neurodevelopmental disorder with early-onset parkinsonism and behavioral abnormalities,HP_0008944,Distal lower limb amyotrophy,1.0
MONDO_0958323,neurodevelopmental disorder with early-onset parkinsonism and behavioral abnormalities,HP_0001249,Intellectual disability,1.0
MONDO_0958323,neurodevelopmental disorder with early-onset parkinsonism and behavioral abnormalities,HP_0003390,Sensory axonal neuropathy,1.0
MONDO_0958323,neurodevelopmental disorder with early-onset parkinsonism and behavioral abnormalities,HP_0001288,Gait disturbance,1.0
MONDO_0958323,neurodevelopmental disorder with early-onset parkinsonism and behavioral abnormalities,HP_0001347,Hyperreflexia,1.0
MONDO_0014274,L-ferritin deficiency,HP_0003621,Juvenile onset,1.0
MONDO_0014274,L-ferritin deficiency,HP_0002197,Generalized-onset seizure,1.0
MONDO_0014274,L-ferritin deficiency,HP_0000006,Autosomal dominant inheritance,1.0
MONDO_0014274,L-ferritin deficiency,HP_0012343,Decreased circulating ferritin concentration,1.0
MONDO_0014274,L-ferritin deficiency,HP_0001596,Alopecia,1.0
MONDO_0014274,L-ferritin deficiency,HP_0012452,Restless legs,1.0
MONDO_0014274,L-ferritin deficiency,HP_0000007,Autosomal recessive inheritance,1.0
Orphanet_163681,Cortical dysplasia - focal epilepsy syndrome,HP_0002000,Short columella,1.0
Orphanet_163681,Cortical dysplasia - focal epilepsy syndrome,HP_0100753,Schizophrenia,1.0
Orphanet_163681,Cortical dysplasia - focal epilepsy syndrome,HP_0003196,Short nose,1.0
Orphanet_163681,Cortical dysplasia - focal epilepsy syndrome,HP_0000341,Narrow forehead,1.0
Orphanet_163681,Cortical dysplasia - focal epilepsy syndrome,HP_0000729,Autistic behavior,1.0
Orphanet_163681,Cortical dysplasia - focal epilepsy syndrome,HP_0003593,Infantile onset,1.0
Orphanet_163681,Cortical dysplasia - focal epilepsy syndrome,HP_0000691,Microdontia,1.0
Orphanet_163681,Cortical dysplasia - focal epilepsy syndrome,HP_0000687,Widely spaced teeth,1.0
Orphanet_163681,Cortical dysplasia - focal epilepsy syndrome,HP_0000817,Reduced eye contact,1.0
Orphanet_163681,Cortical dysplasia - focal epilepsy syndrome,HP_0032752,Focal impaired awareness emotional seizure with fear/anxiety/panic,1.0
Orphanet_163681,Cortical dysplasia - focal epilepsy syndrome,HP_0000400,Macrotia,1.0
Orphanet_163681,Cortical dysplasia - focal epilepsy syndrome,HP_0000218,High palate,1.0
Orphanet_163681,Cortical dysplasia - focal epilepsy syndrome,HP_0033725,Thin corpus callosum,1.0
Orphanet_163681,Cortical dysplasia - focal epilepsy syndrome,HP_0032046,Focal cortical dysplasia,1.0
Orphanet_163681,Cortical dysplasia - focal epilepsy syndrome,HP_0007334,Bilateral tonic-clonic seizure with focal onset,1.0
Orphanet_163681,Cortical dysplasia - focal epilepsy syndrome,HP_0001513,Obesity,1.0
Orphanet_163681,Cortical dysplasia - focal epilepsy syndrome,HP_0001290,Generalized hypotonia,1.0
Orphanet_163681,Cortical dysplasia - focal epilepsy syndrome,HP_0002463,Language impairment,1.0
Orphanet_163681,Cortical dysplasia - focal epilepsy syndrome,HP_0000718,Aggressive behavior,1.0
Orphanet_163681,Cortical dysplasia - focal epilepsy syndrome,HP_0002353,EEG abnormality,1.0
Orphanet_163681,Cortical dysplasia - focal epilepsy syndrome,HP_0001257,Spasticity,1.0
Orphanet_163681,Cortical dysplasia - focal epilepsy syndrome,HP_0002194,Delayed gross motor development,1.0
Orphanet_163681,Cortical dysplasia - focal epilepsy syndrome,HP_0007074,Thick corpus callosum,1.0
Orphanet_163681,Cortical dysplasia - focal epilepsy syndrome,HP_0000303,Mandibular prognathia,1.0
Orphanet_163681,Cortical dysplasia - focal epilepsy syndrome,HP_0001249,Intellectual disability,1.0
Orphanet_163681,Cortical dysplasia - focal epilepsy syndrome,HP_0001263,Global developmental delay,1.0
Orphanet_163681,Cortical dysplasia - focal epilepsy syndrome,HP_0001252,Hypotonia,1.0
Orphanet_163681,Cortical dysplasia - focal epilepsy syndrome,HP_0011220,Prominent forehead,1.0
Orphanet_163681,Cortical dysplasia - focal epilepsy syndrome,HP_0010804,Tented upper lip vermilion,1.0
Orphanet_163681,Cortical dysplasia - focal epilepsy syndrome,HP_0011463,Childhood onset,1.0
Orphanet_140927,Benign familial neonatal-infantile seizures,HP_0000961,Cyanosis,1.0
Orphanet_140927,Benign familial neonatal-infantile seizures,HP_0002384,Focal impaired awareness seizure,1.0
Orphanet_140927,Benign familial neonatal-infantile seizures,HP_0002104,Apnea,1.0
Orphanet_140927,Benign familial neonatal-infantile seizures,HP_0002069,Bilateral tonic-clonic seizure,1.0
Orphanet_140927,Benign familial neonatal-infantile seizures,HP_0000006,Autosomal dominant inheritance,1.0
Orphanet_140927,Benign familial neonatal-infantile seizures,HP_0003593,Infantile onset,1.0
Orphanet_140927,Benign familial neonatal-infantile seizures,HP_0012759,Neurodevelopmental abnormality,1.0
Orphanet_140927,Benign familial neonatal-infantile seizures,HP_0002372,Normal interictal EEG,1.0
Orphanet_140927,Benign familial neonatal-infantile seizures,HP_0007334,Bilateral tonic-clonic seizure with focal onset,1.0
MONDO_0011904,"seizures, benign familial infantile, 3",HP_0012759,Neurodevelopmental abnormality,1.0
MONDO_0011904,"seizures, benign familial infantile, 3",HP_0003593,Infantile onset,1.0
MONDO_0011904,"seizures, benign familial infantile, 3",HP_0002372,Normal interictal EEG,1.0
MONDO_0011904,"seizures, benign familial infantile, 3",HP_0007334,Bilateral tonic-clonic seizure with focal onset,1.0
MONDO_0011904,"seizures, benign familial infantile, 3",HP_0000961,Cyanosis,1.0
MONDO_0011904,"seizures, benign familial infantile, 3",HP_0002069,Bilateral tonic-clonic seizure,1.0
MONDO_0011904,"seizures, benign familial infantile, 3",HP_0002384,Focal impaired awareness seizure,1.0
MONDO_0011904,"seizures, benign familial infantile, 3",HP_0000006,Autosomal dominant inheritance,1.0
MONDO_0011904,"seizures, benign familial infantile, 3",HP_0002104,Apnea,1.0
Orphanet_1949,Benign familial neonatal seizures,HP_0002069,Bilateral tonic-clonic seizure,1.0
Orphanet_1949,Benign familial neonatal seizures,HP_0001270,Motor delay,1.0
Orphanet_1949,Benign familial neonatal seizures,HP_0000006,Autosomal dominant inheritance,1.0
Orphanet_1949,Benign familial neonatal seizures,HP_0002266,Focal clonic seizure,1.0
Orphanet_1949,Benign familial neonatal seizures,HP_0002373,Febrile seizure (within the age range of 3 months to 6 years),1.0
Orphanet_1949,Benign familial neonatal seizures,HP_0001263,Global developmental delay,1.0
Orphanet_1949,Benign familial neonatal seizures,HP_0002411,Myokymia,1.0
Orphanet_1949,Benign familial neonatal seizures,HP_0003593,Infantile onset,1.0
Orphanet_1949,Benign familial neonatal seizures,HP_0001249,Intellectual disability,1.0
Orphanet_1949,Benign familial neonatal seizures,HP_0003623,Neonatal onset,1.0
MONDO_0033368,"developmental and epileptic encephalopathy, 59",HP_0001249,Intellectual disability,1.0
MONDO_0033368,"developmental and epileptic encephalopathy, 59",HP_0000006,Autosomal dominant inheritance,1.0
MONDO_0033368,"developmental and epileptic encephalopathy, 59",HP_0002650,Scoliosis,1.0
MONDO_0033368,"developmental and epileptic encephalopathy, 59",HP_0002384,Focal impaired awareness seizure,1.0
MONDO_0033368,"developmental and epileptic encephalopathy, 59",HP_0200134,Epileptic encephalopathy,1.0
MONDO_0033368,"developmental and epileptic encephalopathy, 59",HP_0001290,Generalized hypotonia,1.0
MONDO_0033368,"developmental and epileptic encephalopathy, 59",HP_0002521,Hypsarrhythmia,1.0
MONDO_0033368,"developmental and epileptic encephalopathy, 59",HP_0002307,Drooling,1.0
MONDO_0033368,"developmental and epileptic encephalopathy, 59",HP_0002421,Poor head control,1.0
MONDO_0033368,"developmental and epileptic encephalopathy, 59",HP_0032792,Tonic seizure,1.0
MONDO_0033368,"developmental and epileptic encephalopathy, 59",HP_0002119,Ventriculomegaly,1.0
MONDO_0033368,"developmental and epileptic encephalopathy, 59",HP_0100716,Self-injurious behavior,1.0
MONDO_0033368,"developmental and epileptic encephalopathy, 59",HP_0010841,Multifocal epileptiform discharges,1.0
MONDO_0033368,"developmental and epileptic encephalopathy, 59",HP_0012469,Infantile spasms,1.0
MONDO_0033368,"developmental and epileptic encephalopathy, 59",HP_0002266,Focal clonic seizure,1.0
MONDO_0033368,"developmental and epileptic encephalopathy, 59",HP_0001251,Ataxia,1.0
MONDO_0033368,"developmental and epileptic encephalopathy, 59",HP_0002360,Sleep abnormality,1.0
MONDO_0033368,"developmental and epileptic encephalopathy, 59",HP_0002069,Bilateral tonic-clonic seizure,1.0
MONDO_0033368,"developmental and epileptic encephalopathy, 59",HP_0002540,Inability to walk,1.0
MONDO_0033368,"developmental and epileptic encephalopathy, 59",HP_0003593,Infantile onset,1.0
MONDO_0033368,"developmental and epileptic encephalopathy, 59",HP_0001344,Absent speech,1.0
MONDO_0014962,"intellectual disability, autosomal recessive 57",HP_0001344,Absent speech,1.0
MONDO_0014962,"intellectual disability, autosomal recessive 57",HP_0001276,Hypertonia,1.0
MONDO_0014962,"intellectual disability, autosomal recessive 57",HP_0001263,Global developmental delay,1.0
MONDO_0014962,"intellectual disability, autosomal recessive 57",HP_0001249,Intellectual disability,1.0
